station_id,latitude,longitude
SDTA,-11.783,-55.54
SDTB,-23.1283,-46.5747
SDTD,-22.7822,-55.0737
SDTE,-23.2205,-49.0755
SDTF,-23.332,-47.88
SDTH,-13.14,-57.5767
SDTI,-21.3933,-51.6008
SDTK,-23.2238,-44.7233
SDTO,-21.2553,-49.7947
SDTP,-21.89,-50.5058
SDTS,-20.3387,-54.4162
SDTV,-12.6108,-46.2463
SDTW,-13.6092,-58.5255
SDTX,-20.542,-51.3575
SDTY,-21.39,-48.1138
SDTZ,-8.8705,-45.5612
SDU3,-11.6638,-47.1772
SDU4,-15.8608,-39.2803
SDU6,-5.7772,-59.9275
SDU7,-17.1525,-56.57
SDUA,-7.0383,-55.3925
SDUB,-23.4413,-45.0762
SDUC,4.43,-60.1813
SDUD,-21.3325,-48.3163
SDUE,-25.5202,-49.6823
SDUF,-21.0805,-57.5067
SDUG,4.2447,-61.1575
SDUK,-14.0912,-52.9042
SDUL,-21.2017,-47.9213
SDUM,-19.322,-50.7903
SDUN,-21.2192,-41.8758
SDUQ,-22.427,-50.607
SDUR,-22.7128,-42.8422
SDUS,-9.1905,-61.7705
SDUU,-21.9112,-50.868
SDUY,-7.9588,-57.8403
SDV3,-12.403,-50.0638
SDV4,-5.2233,-38.0162
SDV6,-11.0797,-53.835
SDV7,-17.833,-57.5538
SDV8,-1.4113,-54.1242
SDV9,-11.1997,-47.3242
SDVA,-21.8428,-46.933
SDVE,-22.2303,-49.817
SDVF,4.5897,-60.1813
SDVG,-20.4572,-50.0025
SDVH,-23.0053,-46.637
SDVI,-14.6455,-57.5028
SDVJ,-8.7162,-50.4555
SDVK,-21.7945,-53.4745
SDVO,-7.287,-48.1345
SDVP,-4.3338,-60.4937
SDVQ,-8.1563,-46.7387
SDVS,-21.0742,-48.0312
SDVT,-22.6517,-53.5078
SDVX,-10.3078,-56.5792
SDVY,-21.5222,-49.9958
SDVZ,-6.6408,-36.6537
SDW2,-19.9308,-55.6717
SDW3,-24.0297,-48.9738
SDW6,-13.2488,-45.855
SDW7,-10.84,-49.4683
SDW8,-10.0538,-59.2192
SDW9,-11.9422,-56.4538
SDWC,-16.467,-54.7138
SDWE,-18.9345,-57.0495
SDWF,4.5742,-60.7397
SDWG,-13.0592,-45.1328
SDWH,-21.1895,-49.937
SDWI,-8.1717,-35.6345
SDWJ,-13.3292,-58.042
SDWK,-20.0017,-47.7675
SDWL,-23.1897,-47.0712
SDWM,-2.2653,-47.5953
SDWN,-20.348,-48.7753
SDWO,3.8638,-62.5797
SDWQ,-1.917,-54.7228
SDWR,-11.4755,-51.6872
SDWU,-21.702,-57.7403
SDWV,-2.5728,-51.9537
SDWX,-6.158,-56.4278
SDWZ,-21.1878,-50.5645
SDX2,-11.4088,-45.6225
SDX3,-22.7888,-54.0363
SDX4,-8.1263,-42.99
SDX6,-30.1375,-52.3642
SDX7,-29.8045,-55.7858
SDX9,-7.5813,-45.2103
SDXA,4.212,-60.0045
SDXB,-3.8913,-41.7108
SDXD,-14.6397,-45.8047
SDXE,-21.2633,-48.3553
SDXF,-14.1192,-47.5303
SDXI,-19.1392,-53.7038
SDXJ,-18.4913,-53.1683
SDXK,4.4133,-60.1167
SDXM,-21.363,-46.4008
SDXO,-23.8725,-50.0355
SDXR,-21.2795,-50.007
SDXS,-11.2267,-57.4938
SDXU,-13.6267,-53.2647
SDXW,-18.9967,-55.133
SDXY,-4.5647,-47.5447
SDXZ,-16.9288,-48.6833
SDY2,-18.1525,-49.9297
SDY3,-12.3708,-52.1203
SDY4,-15.31,-48.4075
SDY6,-6.948,-48.8087
SDY7,-10.2253,-58.702
SDY8,-12.6467,-49.4108
SDY9,-12.5762,-57.6545
SDYB,-23.7845,-48.3383
SDYE,-10.628,-45.7442
SDYF,-13.1105,-55.993
SDYG,-13.2395,-39.76
SDYI,-17.9172,-45.4212
SDYJ,-22.2255,-51.348
SDYN,-22.5845,-51.3045
SDYS,-27.1737,-48.6312
SDYT,3.7638,-63.987
SDYW,-3.5372,-42.3725
SDYX,-4.8542,-42.2605
SDZ2,-21.1595,-54.728
SDZ4,-6.1605,-48.2192
SDZ6,3.3858,-51.2995
SDZ7,-9.1913,-61.3858
SDZ8,-8.572,-50.3053
SDZ9,-13.7375,-53.8083
SDZC,2.708,-62.6688
SDZF,-15.9842,-47.4675
SDZG,-5.9333,-40.2975
SDZH,-22.8905,-45.493
SDZI,-14.7953,-46.005
SDZK,2.9917,-63.7097
SDZN,4.8062,-60.2195
SDZO,4.5775,-60.4437
SDZU,-22.1225,-52.1978
SDZV,-16.232,-53.4192
SDZW,-17.5917,-45.0492
SDZX,-14.8133,-53.1242
SDZZ,-21.7978,-48.5438
SEAA,-2.9317,-80.0772
SEAB,-2.1567,-80.7717
SEAC,-1.3975,-77.1988
SEAD,-2.1372,-77.6795
SEAE,-2.1745,-79.285
SEAH,-2.8333,-77.7608
SEAK,-2.753,-77.7003
SEAL,-2.2863,-80.023
SEAN,-0.9647,-79.4195
SEAO,-2.4533,-80.0688
SEAQ,-2.5,-80.5625
SEAT,-2.0247,-77.4672
SEAU,-2.8247,-77.7717
SEAW,-2.463,-76.993
SEAX,-2.7445,-77.183
SEAY,-1.9808,-80.7408
SEAZ,-0.8717,-79.3308
SEBA,-3.343,-79.8583
SEBD,-2.2108,-80.517
SEBE,0.1367,-77.343
SEBF,-2.3033,-79.6022
SEBL,-1.9455,-76.3058
SEBM,-2.828,-80.022
SEBN,-2.9867,-80.2355
SEBO,-1.425,-79.3967
SEBP,-2.1037,-79.4695
SEBR,-1.6567,-79.5192
SEBS,-1.9862,-79.63
SEBT,-2.0908,-79.8783
SEBU,-2.1913,-76.7838
SEBW,-1.2512,-76.3897
SEBX,-2.6163,-79.6147
SEBZ,-4.0192,-78.8875
SECB,-1.2988,-76.1542
SECC,0.0133,-79.3688
SECD,-2.5867,-79.9522
SECG,-2.2295,-80.0555
SECI,-2.5153,-80.1392
SECK,-2.2403,-77.4595
SECL,-2.41,-80.1913
SECM,-1.7075,-79.3817
SECN,-0.935,-79.3883
SECQ,0.0267,-80.0922
SECR,-1.3837,-76.9387
SECT,-1.0,-76.1542
SECY,-2.5342,-80.1372
SECZ,-2.2058,-80.0495
SEDA,-2.3588,-80.162
SEDB,-2.5472,-79.4953
SEDC,-1.3803,-76.9658
SEDF,-2.5878,-80.2922
SEDM,-1.2947,-77.3197
SEDO,-2.6997,-80.0595
SEDP,-2.1017,-77.1555
SEDR,-2.1972,-79.825
SEDS,-2.7233,-80.1347
SEDU,-2.2308,-79.8028
SEEA,-2.0478,-79.6922
SEEC,-2.5172,-80.1112
SEED,-0.37,-77.3022
SEEG,-0.9928,-79.4375
SEEK,-1.9508,-76.5505
SEEL,-3.2767,-79.8017
SEEN,-2.9488,-80.1067
SEEO,-2.6438,-80.3517
SEEP,-2.3433,-79.2787
SEER,1.2217,-78.8683
SEET,-2.9,-77.5667
SEEU,-2.7937,-77.2845
SEEX,-2.5163,-80.2192
SEEZ,-2.7508,-77.5563
SEFE,-2.7367,-77.3355
SEFM,-2.06,-77.6078
SEFR,-1.8662,-80.0142
SEFU,-2.5613,-79.5483
SEGA,-1.0367,-76.2688
SEGB,-2.7797,-79.7013
SEGH,-1.2758,-79.9353
SEGL,-1.86,-79.6433
SEGM,-2.5172,-80.1647
SEGN,-2.0363,-76.475
SEGO,-2.772,-79.7662
SEGR,-2.2353,-77.2405
SEGT,-1.4005,-77.383
SEHB,-2.0983,-77.478
SEHD,-1.07,-77.9022
SEHE,-2.1592,-77.3228
SEHG,-2.5642,-77.1767
SEHH,-2.0095,-76.3372
SEHK,-1.9463,-77.6403
SEHL,-0.2383,-79.6458
SEHN,-2.6167,-76.9145
SEHR,-2.205,-77.2663
SEHS,-2.698,-77.5363
SEHT,-2.3828,-76.658
SEHU,-2.0125,-76.6822
SEHV,-2.3308,-80.2012
SEHW,-2.4645,-77.0417
SEHX,-1.9263,-77.503
SEHZ,-2.3642,-77.4067
SEIA,-2.9005,-79.8137
SEIC,-2.3367,-79.9688
SEID,-2.5663,-76.7572
SEIE,-2.1628,-77.4853
SEIF,-2.2625,-77.333
SEIG,-2.0495,-78.01
SEIH,-2.3162,-77.4097
SEII,-0.9428,-90.953
SEIJ,-2.698,-77.1375
SEIM,-2.108,-79.3797
SEIN,-3.1912,-79.8012
SEIO,-1.8287,-77.3212
SEIP,-2.4705,-77.147
SEIR,-2.22,-76.8142
SEIS,-1.82,-79.5688
SEIT,-2.727,-77.5375
SEIU,-2.252,-77.4017
SEIV,-2.1178,-79.6038
SEIW,-2.0717,-77.5233
SEIX,-2.275,-77.4695
SEIY,-2.748,-77.4433
SEIZ,-2.4405,-79.3547
SEJA,-1.7262,-77.1055
SEJE,-2.7455,-77.4875
SEJG,-2.0867,-79.6688
SEJK,-2.7195,-77.2422
SEJL,-0.9895,-79.4438
SEJO,-2.8667,-77.6363
SEJR,-1.3837,-76.9562
SEJS,-0.3283,-76.8792
SEJU,-2.0937,-77.5138
SEJX,-0.9413,-79.2067
SEJY,-2.1167,-79.202
SEJZ,-2.518,-77.4313
SEKA,-2.8745,-77.868
SEKB,-2.5145,-76.8978
SEKC,-2.6342,-77.118
SEKE,-2.2383,-77.742
SEKF,-2.6112,-76.938
SEKH,-2.0337,-77.6713
SEKI,-0.5367,-79.3688
SEKJ,-1.6497,-77.0495
SEKK,0.1842,-79.392
SEKL,-0.0345,-79.3625
SEKM,-0.7288,-79.3733
SEKN,-2.7105,-77.5053
SEKO,-0.2133,-79.4022
SEKP,-2.6803,-77.4778
SEKQ,-2.3022,-77.3563
SEKR,-2.0195,-77.7283
SEKS,-2.8263,-77.7105
SEKT,-2.0962,-77.6413
SEKU,-2.645,-77.225
SEKV,-2.6955,-77.3792
SEKW,-2.5345,-76.8422
SEKX,-2.4658,-77.4605
SEKY,-1.0038,-77.7367
SEKZ,-2.1663,-77.3705
SELC,-0.9312,-79.4203
SELD,-2.2097,-80.0817
SELG,-2.8717,-79.5213
SELH,-2.3547,-79.9562
SELJ,-1.7063,-79.5538
SELK,-2.8028,-77.5695
SELL,-1.7208,-79.593
SELO,-0.6533,-77.3188
SELQ,-1.3337,-77.598
SELS,-0.4053,-78.5317
SELU,-2.4417,-79.4033
SELV,-1.2308,-79.5078
SELX,-2.2955,-79.2358
SELZ,-2.3403,-79.8167
SEMB,-0.748,-79.3028
SEMG,-2.4463,-79.8638
SEMJ,-2.4533,-80.0188
SEMK,-2.753,-77.158
SEML,-1.8458,-80.7422
SEMM,-2.0367,-77.703
SEMO,-2.067,-76.9757
SEMQ,-2.4417,-79.6488
SEMU,-2.3545,-77.0597
SEMV,-2.3662,-76.5133
SEMW,-2.6205,-77.7847
SEMX,-2.855,-79.8112
SEMZ,-2.7575,-77.2203
SENB,-2.4005,-77.7372
SEND,-1.2358,-77.2592
SENE,-1.9972,-76.7655
SENF,-2.523,-76.9972
SENH,-1.6278,-77.3028
SENI,-1.8228,-77.0028
SENJ,-1.6658,-76.2
SENK,-2.6338,-77.4288
SENM,-1.8797,-77.9208
SENN,-2.3663,-77.315
SENP,-2.578,-79.6587
SENQ,-2.068,-76.7842
SENT,-2.2958,-79.8758
SENU,-2.245,-77.2197
SENV,-2.3,-79.8167
SENW,-2.5497,-77.4722
SENX,-2.7222,-80.2485
SENY,-2.8647,-77.4862
SENZ,-1.9905,-77.7155
SEOB,-2.3938,-80.2208
SEOC,-1.91,-76.9595
SEOH,-1.6137,-75.9863
SEOI,-2.4362,-79.8338
SEON,-1.8713,-76.8778
SEOO,-2.3167,-79.8012
SEOP,-0.7533,-77.4188
SEOR,-1.2188,-77.3838
SEOU,-0.0797,-79.1355
SEOY,-0.8425,-79.2897
SEOZ,-2.0912,-77.4463
SEPA,-2.2533,-77.7188
SEPC,-2.752,-78.2595
SEPE,-2.6588,-79.6187
SEPG,-3.2838,-80.055
SEPH,-2.0678,-77.1753
SEPI,-1.731,-76.607
SEPK,-2.3222,-77.2763
SEPL,-2.6342,-80.4042
SEPM,-2.923,-77.737
SEPN,-2.423,-80.6517
SEPO,-2.685,-80.2738
SEPQ,-2.533,-79.9472
SEPT,-0.1133,-75.852
SEPU,-2.703,-79.9983
SEPW,-1.505,-77.3312
SEPX,-2.2967,-79.4983
SEPY,-1.6497,-77.5978
SEQE,-0.9893,-79.4652
SEQH,-1.02,-77.1662
SEQK,-2.4633,-77.6092
SEQN,-1.242,-77.4145
SEQS,-2.4158,-77.3683
SEQW,-1.2772,-77.2028
SERC,-1.5833,-77.412
SERE,-0.92,-75.4022
SERG,-1.3717,-76.8392
SERH,-2.8408,-80.0547
SERI,-1.1838,-79.4997
SERK,-2.6337,-76.815
SERL,-3.013,-80.2325
SERM,-1.7463,-77.0992
SERN,-2.373,-79.7628
SERP,-2.3228,-77.0888
SERQ,-0.8633,-79.4878
SERR,-2.4878,-79.5767
SERS,-0.9972,-79.357
SERU,-2.2917,-77.6805
SERV,-1.8737,-76.7738
SERW,-2.2128,-77.5728
SERY,-1.7378,-77.487
SERZ,-2.3538,-77.4063
SESB,-2.6422,-77.1563
SESD,-0.2483,-79.2088
SESE,-2.578,-79.5172
SESF,-0.1955,-76.6483
SESH,-1.1112,-79.6867
SESJ,-1.8938,-79.4905
SESK,-2.6622,-77.1112
SESL,-1.2647,-78.7972
SESN,-2.2213,-79.433
SESO,-1.5728,-79.5322
SESP,-2.5758,-80.0345
SESQ,-3.1933,-79.8687
SESR,-2.1817,-79.2367
SESS,-2.0558,-77.5903
SESU,-2.4867,-79.5355
SESV,-0.6078,-80.4028
SESW,-2.3892,-77.5092
SETB,-0.8133,-79.6022
SETC,-2.7862,-77.4797
SETD,-2.6903,-79.7075
SETE,-0.9867,-77.8197
SETG,-2.998,-79.795
SETH,-2.3813,-77.5037
SETI,-0.7867,-75.5188
SETJ,-2.1053,-77.5203
SETK,-2.2545,-78.2253
SETM,-1.9228,-77.212
SETO,0.0617,-78.2228
SETP,-2.712,-77.9158
SETQ,-2.5222,-77.5263
SETR,-0.1228,-76.3378
SETS,-2.5567,-77.4013
SETV,-0.7033,-76.5688
SETW,-1.3205,-77.455
SETY,-2.717,-77.8905
SETZ,-2.402,-76.947
SEUA,-0.0505,-76.5688
SEUB,-2.2425,-77.6645
SEUC,-2.603,-77.1163
SEUD,-2.5875,-77.2203
SEUE,-2.4753,-77.3325
SEUH,-2.0533,-76.5022
SEUI,-2.722,-77.682
SEUK,-2.1487,-77.357
SEUL,-2.9572,-79.7478
SEUM,-2.693,-77.0878
SEUN,-2.5972,-77.4217
SEUP,-3.2842,-78.238
SEUQ,-2.4528,-77.9178
SEUR,-2.7887,-77.6478
SEUV,-2.5463,-77.1192
SEUW,-2.5563,-77.8988
SEUX,-2.4792,-77.21
SEUY,-1.8333,-77.68
SEUZ,-2.0667,-76.7942
SEVA,-1.5725,-76.3505
SEVD,-3.007,-80.2555
SEVI,-1.498,-77.4738
SEVK,-2.4892,-77.7355
SEVL,-0.9445,-79.315
SEVM,-2.2472,-77.7128
SEVN,-1.5962,-79.7262
SEVS,-1.3063,-79.5625
SEVT,-2.0095,-76.8417
SEWA,-2.5712,-76.8055
SEWE,-1.0237,-77.2212
SEWG,-2.5503,-77.0888
SEWH,-2.038,-77.562
SEWI,-2.7428,-77.3705
SEWK,-2.5772,-77.3462
SEWM,-1.9583,-76.1467
SEWN,-2.0872,-77.4917
SEWO,-0.6962,-79.4222
SEWP,-2.6137,-77.0238
SEWR,-3.1688,-78.2592
SEWS,-2.545,-77.1983
SEWT,-2.6108,-77.1813
SEWU,-2.1137,-77.7387
SEWX,-2.0005,-77.667
SEWY,-2.442,-76.917
SEWZ,-2.7378,-77.28
SEXA,-2.1867,-79.4355
SEXB,-2.17,-79.4688
SEXC,-2.27,-79.4355
SEXD,-2.2867,-79.4855
SEXE,-2.17,-79.3688
SEXI,-2.6478,-77.295
SEXK,-2.0138,-76.8325
SEXM,-2.8837,-79.747
SEXN,-1.2755,-80.797
SEXP,-1.3538,-77.6222
SEXR,-2.4708,-79.4737
SEXS,-0.7497,-79.3655
SEXT,-2.0938,-77.55
SEYA,-2.8512,-77.943
SEYB,-0.07,-76.2522
SEYH,-1.6158,-76.9422
SEYJ,-2.8928,-79.653
SEYK,-2.6822,-77.3097
SEYM,-2.127,-77.5137
SEYN,-1.9545,-76.1017
SEYP,-2.8247,-77.9295
SEYR,-2.8833,-77.5667
SEYS,-2.6528,-77.3987
SEYT,-2.3513,-76.4517
SEYV,-2.165,-77.73
SEYW,-2.7845,-77.4522
SEYX,-2.2247,-77.5455
SEYY,-2.083,-77.5805
SEZA,-2.5525,-77.4425
SEZE,-2.8288,-77.3662
SEZI,-1.9272,-76.6322
SEZK,-2.7842,-77.4067
SEZM,-2.157,-77.6147
SEZN,-1.1883,-77.2305
SEZR,-2.5995,-77.0897
SEZT,-2.5197,-77.3928
SGAM,-25.2737,-57.5305
SGAY,-27.3687,-56.8523
SGBN,-20.2167,-58.1667
SGBV,-22.1217,-56.5075
SGCB,-23.2613,-55.5263
SGIB,-25.4078,-54.6195
SGLP,-22.3595,-59.8388
SGMZ,-26.8398,-55.3288
SGNB,-25.155,-57.5605
SGOL,-21.0833,-57.8667
SGOV,-25.5172,-56.4067
SGST,-22.6238,-56.6345
SGVM,-22.1593,-57.9423
SI22,-18.3042,-55.6517
SI23,-14.5045,-55.4928
SI24,-20.138,-52.9783
SI25,-5.98,-58.5397
SI26,-9.0083,-50.9975
SI27,-18.62,-54.7105
SI29,-17.277,-45.3525
SI2A,-15.8428,-46.51
SI2B,-5.5445,-42.8283
SI2D,1.3592,-56.13
SI2E,-9.7858,-57.622
SI2F,-8.65,-50.8755
SI2G,-9.7255,-49.7795
SI2H,1.4405,-55.6587
SI2I,-17.9863,-49.5392
SI2J,-21.95,-57.915
SI2K,-1.6978,-46.7697
SI2N,-16.0258,-51.7203
SI2P,-15.638,-51.5722
SI2Q,-12.9897,-52.6438
SI2R,-18.5747,-57.2122
SI2S,-11.0983,-56.4712
SI2T,-19.1553,-48.3912
SI2V,-10.532,-55.5587
SI32,-12.102,-52.8878
SI37,-18.7847,-54.8167
SI38,0.5833,-54.2097
SI39,-17.3017,-44.2503
SI3A,-20.1817,-52.9788
SI3B,-17.1813,-54.1517
SI3C,-10.4588,-56.3437
SI3D,-6.0158,-58.0772
SI3E,-21.2178,-56.5392
SI3F,-21.2955,-56.2853
SI3L,-20.0888,-53.3917
SI3N,-5.2533,-43.5812
SI3P,-18.948,-39.9767
SI3Q,-3.5613,-50.6337
SI3R,-12.6675,-46.2117
SI3T,-19.5947,-53.5255
SI3U,-15.4245,-50.748
SI3V,-8.3433,-44.4387
SI42,-18.8555,-46.5937
SI44,-11.3842,-52.4997
SI47,-4.7222,-46.2597
SI4V,-10.96,-54.228
SI62,-14.8662,-53.8822
SI9S,-10.6525,-62.8967
SIAB,-23.62,-48.5108
SIAC,-22.1475,-45.7637
SIAD,-21.0088,-57.348
SIAG,-18.0337,-49.7055
SIAI,-24.2092,-53.1813
SIAJ,-16.9847,-39.1588
SIAN,-22.9613,-43.6595
SIAO,-19.6297,-55.252
SIAQ,-15.5063,-56.0983
SIAS,-12.9403,-54.2683
SIAT,-13.1825,-57.9972
SIAU,-16.2238,-59.7553
SIAW,-3.7392,-47.5163
SIAX,-16.6137,-47.2962
SIAY,-14.0147,-59.8788
SIBA,-16.9355,-53.5733
SIBC,-21.8778,-41.2947
SIBI,-10.838,-37.1962
SIBJ,-18.6808,-49.987
SIBK,-31.3278,-54.1358
SIBN,-10.4413,-62.5072
SIBO,-18.3097,-45.2933
SIBU,-6.3625,-37.7553
SIBV,-21.4387,-54.4872
SIBX,-21.0912,-50.2433
SIBY,-7.8783,-37.1367
SIBZ,-7.3112,-38.1137
SICI,-22.7453,-49.2908
SICJ,-13.4617,-58.778
SICK,-17.6805,-42.5295
SICM,-21.5388,-52.1105
SICN,-22.5033,-51.8128
SICQ,-15.5542,-55.6917
SICS,-13.6717,-55.5333
SICU,-16.7163,-47.0178
SICW,-17.455,-47.8253
SICY,-5.4633,-49.7728
SIDB,-4.2688,-43.0005
SIDF,-16.0675,-58.4797
SIDG,-10.4233,-62.5003
SIDJ,-8.948,-50.513
SIDK,-12.8903,-46.6933
SIDM,-15.0372,-52.0983
SIDN,-18.3967,-55.4138
SIDR,-19.8355,-56.7037
SIDS,-22.9313,-55.5887
SIDV,-21.7803,-43.2803
SIDW,-13.0017,-56.0878
SIDY,-24.0775,-51.8195
SIEA,-21.4663,-50.7987
SIEC,-20.0513,-54.2567
SIED,-23.7942,-55.3358
SIEF,-20.5733,-54.717
SIEG,-17.8938,-47.2438
SIEH,-20.3122,-50.6125
SIEJ,-9.9422,-57.4858
SIEK,-0.9878,-48.8892
SIEL,-11.9038,-61.2258
SIEM,-13.3167,-58.7983
SIEN,-18.127,-56.5267
SIEO,-20.2313,-44.9253
SIEQ,-13.3058,-56.573
SIEV,-20.7667,-56.7072
SIEW,-7.9878,-61.0503
SIEX,-19.0088,-50.4313
SIEZ,-28.528,-48.9492
SIFA,-19.7905,-56.4763
SIFC,-7.8445,-34.8913
SIFD,-21.3742,-53.8647
SIFE,-21.7253,-55.0942
SIFF,-29.3238,-50.7397
SIFJ,-16.7942,-54.11
SIFM,-19.05,-52.9655
SIFN,-20.8912,-53.4042
SIFO,-22.2287,-46.97
SIFQ,-29.0447,-51.1433
SIFS,-20.7588,-56.0325
SIFT,-16.1445,-60.1203
SIFU,-22.4155,-43.7753
SIFV,-19.8263,-40.1008
SIFW,-17.7192,-56.9975
SIFX,-9.308,-51.6108
SIGA,-17.1622,-46.66
SIGE,-10.7845,-49.5858
SIGF,-15.1397,-48.2433
SIGG,-12.8145,-57.1795
SIGL,-23.0067,-46.6467
SIGN,-15.0453,-48.2322
SIGT,-23.9895,-49.1792
SIGW,-8.3433,-45.518
SIGX,-11.2003,-58.2375
SIGY,-22.0742,-51.0388
SIHA,-28.8183,-54.3825
SIHB,-5.4558,-46.0625
SIHI,-6.6163,-48.9958
SIHP,-23.8675,-48.8058
SIHV,-16.2367,-55.0997
SIHW,-21.2117,-47.8662
SIHX,-9.4062,-58.1912
SIHY,-21.6237,-48.7942
SIIA,-11.6688,-58.2413
SIIE,-21.4712,-55.8892
SIIG,-22.3612,-51.1013
SIII,-20.433,-48.2245
SIIJ,-21.2603,-56.5678
SIIK,-20.722,-53.6878
SIIN,-12.04,-63.0422
SIIP,-21.0663,-45.8383
SIIS,-23.6553,-53.8333
SIIT,-20.7597,-55.572
SIIU,-19.642,-48.712
SIIZ,-13.7583,-49.473
SIJA,-2.898,-48.9587
SIJE,-20.007,-57.3917
SIJG,-21.4425,-50.7258
SIJJ,-22.67,-54.3228
SIJK,-12.6922,-38.1967
SIJL,-21.6497,-41.0472
SIJM,-13.455,-58.5895
SIJN,-27.865,-49.5788
SIJO,-18.5772,-57.5112
SIJQ,-10.0687,-55.9953
SIJR,-25.5395,-49.6
SIJS,-3.4547,-47.5287
SIJU,-11.7905,-58.4562
SIJV,-21.577,-49.8722
SIJY,-26.983,-48.8163
SIJZ,-7.3947,-56.7647
SIKA,-23.1105,-54.558
SIKI,-3.7545,-39.9517
SIKJ,-13.0325,-59.9178
SIKK,-20.2505,-45.645
SIKM,-5.2892,-46.0017
SIKN,-5.1572,-45.9155
SIKO,-20.862,-55.6437
SIKP,-18.3037,-57.507
SIKQ,-14.7883,-59.3462
SIKR,-19.5813,-56.0855
SIKS,-9.4025,-58.2288
SIKU,-13.0313,-52.9808
SIKZ,-5.6667,-43.535
SILA,-22.7567,-53.8403
SILB,-11.5288,-45.7337
SILC,-13.0378,-55.9503
SILD,-20.7058,-49.0513
SILG,-13.76,-58.7472
SILI,-9.1887,-45.0463
SILJ,-0.8333,-52.0525
SILL,-22.7942,-49.2703
SILN,-26.3213,-49.5213
SILO,-14.2488,-50.8805
SILQ,-24.9288,-53.4962
SILS,-14.6367,-57.608
SILT,-20.2278,-50.9683
SILU,-19.8658,-56.988
SILY,-13.2445,-45.375
SILZ,-9.8362,-47.305
SIMA,-14.0513,-55.3837
SIMB,-8.8492,-69.2663
SIME,-5.5837,-47.428
SIMF,-7.8503,-44.0692
SIMG,-21.0922,-57.718
SIMJ,-18.6595,-49.5475
SIMK,-20.5903,-47.3825
SIML,-15.848,-55.8387
SIMN,-11.7538,-55.3588
SIMO,-23.228,-49.7778
SIMP,-22.2187,-45.9163
SIMQ,-18.2088,-55.753
SIMR,-17.7525,-51.1512
SIMS,-19.0942,-54.1867
SIMU,-22.2787,-52.8445
SIMV,-19.8383,-47.8497
SIMW,-20.3488,-53.9708
SIMX,-15.2408,-56.578
SIMY,-23.2112,-54.0958
SIMZ,-17.8758,-54.9417
SINA,-15.6103,-47.5738
SINC,-28.3817,-49.5692
SING,-20.5567,-49.2887
SINH,-22.6425,-53.562
SINI,-18.2058,-55.9733
SINJ,-20.4728,-53.6928
SINK,-21.8747,-50.873
SINM,-19.2275,-50.3138
SINN,-28.9753,-49.4895
SINP,-23.1213,-53.0783
SINQ,-0.7947,-52.4887
SINR,-17.0645,-57.7642
SINS,-16.17,-58.557
SINT,-15.1947,-49.3795
SINU,-21.9245,-56.7087
SINV,-18.188,-53.5155
SINZ,-25.438,-50.5278
SIOA,-15.5675,-39.1528
SIOB,-20.8192,-51.268
SIOC,-21.143,-51.5438
SIOE,-25.7933,-53.0347
SIOG,-14.5072,-56.3028
SIOI,-22.6625,-53.7292
SIOJ,-20.3133,-44.6983
SIOK,-19.3588,-47.1287
SIOL,-19.1997,-52.9688
SIOM,-11.8378,-46.2322
SIOO,-22.03,-57.9025
SIOP,-13.7972,-55.2795
SIOQ,-23.5055,-54.3095
SIOR,-21.642,-47.47
SIOS,-22.7695,-53.9572
SIOT,-21.488,-52.4072
SIOV,-12.3192,-55.3338
SIOZ,-7.9567,-53.2612
SIPA,-21.6472,-46.9283
SIPB,-2.448,-44.1197
SIPE,-7.6567,-34.857
SIPF,-29.448,-51.2953
SIPG,-14.1375,-51.4692
SIPH,-13.6258,-46.1397
SIPJ,-29.0855,-53.8655
SIPK,-16.497,-56.4217
SIPL,-7.4603,-52.657
SIPN,-21.51,-57.6905
SIPO,-14.9242,-41.9567
SIPP,-16.1233,-43.52
SIPR,-30.0258,-56.3028
SIPV,-11.4195,-55.817
SIPW,-5.032,-42.7055
SIQA,-20.388,-53.3733
SIQC,-19.1572,-52.9958
SIQD,-20.6408,-54.7905
SIQE,-15.9372,-47.7272
SIQF,-20.6963,-48.2863
SIQG,-21.8808,-55.5392
SIQH,-22.6588,-54.8222
SIQI,-30.5362,-50.4672
SIQJ,-14.9583,-55.8008
SIQK,-22.7813,-47.3342
SIQQ,-21.4588,-41.0533
SIQR,-12.1028,-52.4345
SIQS,-15.3763,-57.1297
SIQU,-20.0863,-51.3092
SIQV,-12.895,-58.58
SIQX,-9.373,-35.54
SIQY,-12.628,-55.945
SIQZ,-4.598,-42.5925
SIRA,-16.0795,-58.0962
SIRD,-29.9758,-51.6203
SIRF,-8.6308,-35.272
SIRH,-18.2672,-54.3137
SIRI,-13.9062,-38.94
SIRJ,-4.3038,-56.2192
SIRM,-13.9903,-52.927
SIRN,-14.7692,-51.9858
SIRQ,-10.6155,-51.9805
SIRR,-0.8013,-61.6605
SIRS,-19.6367,-48.7887
SIRT,-13.9247,-57.2433
SIRV,-16.118,-58.7658
SIRW,-8.2717,-72.7453
SIRX,-15.2808,-57.7938
SISA,-7.6975,-51.8762
SISD,-18.1453,-51.2738
SISG,-10.9013,-37.083
SISJ,-17.4542,-55.5592
SISK,-18.8647,-52.0472
SISL,-16.8945,-55.9063
SISN,-17.0667,-45.8667
SISO,-0.0917,-49.5783
SISR,-1.2238,-48.0413
SISS,-11.6547,-55.2388
SISU,-14.9672,-43.3147
